id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
11,EXO2,gcwlrvfq5p8s66gn,P1,7405186626,10,10,,,,10,,Obseerved,,2018-08-03 23:50:41.879209+00:00,29,Male,Non hispanic,White,40,Professional post-secondary degree or doctoral degree,38,"$50,000 - $59,999",To see if people will report things honestly or if they will use self-serving motives to get a bigger bonus.,1,Nothing could be improved. Everything was explained clearly.
12,EXO2,gmo63mru5p8s66gn,P1,4249944500,12,12,,,,12,,Obseerved,,2018-08-04 00:05:54.468707+00:00,77,Female,Non hispanic,White,59,College diploma,50,"< $10,000",To click and find a number that you pass on to someone else.  They decide if they want to report the number you actually got or they might give a higher number to make more money.  We get 5x the number given by the other person that we passed the number to.,3,The instructions were a little hard but understandable.
13,EXO2,269iktfz5p8s66gn,P1,3715444280,10,10,,,,10,,Obseerved,,2018-08-04 00:17:58.765080+00:00,29,Male,Hispanic,White,28,College diploma,10,"$50,000 - $59,999",learn about trust,3,i do not  know
14,EXO2,3rpz942i5p8s66gn,P1,9967902287,8,8,,,,8,,Obseerved,,2018-08-04 00:20:56.634204+00:00,63,Female,Non hispanic,White,29,High school or equivalent,40,"< $10,000","The goal is to get player 2 to send a message with the number you picked in it, and then you get a bonus of 5x the number that they send in their message.",2,I think everything about it was good. I could understand all of the instructions.
15,EXO2,9qecgo0p5p8s66gn,P1,6925454641,5,5,,,,7,,Obseerved,,2018-08-04 00:34:49.555952+00:00,112,Male,Non hispanic,White,28,College diploma,5,"$50,000 - $59,999",Study of people choices,1,"Nothing, it was all very simple and nice"
16,EXO2,4d2qp63v5p8s66gn,P1,6573520607,8,8,,,,8,,Obseerved,,2018-08-04 00:35:19.889383+00:00,45,Male,Non hispanic,White,22,College diploma,3,"$40,000 - $49,999",An interesting game to determine how one thinks about playing a simple numbers game,1,I think this was an excellent survey
17,EXO2,qlq1vq2k5p8s66gn,P1,7158426620,11,11,,,,15,,Obseerved,,2018-08-04 00:37:32.943360+00:00,20,Female,Non hispanic,White,36,College diploma,50,"$30,000 - $39,999",Whether a person was being honest or not in order to gain some extra money.,2,it is good
18,EXO2,s45xeyk75p8s66gn,P1,2969758348,3,3,,,,3,,Obseerved,,2018-08-04 00:40:58.064137+00:00,32,Female,Non hispanic,White,35,Masters degree,47,"$80,000 - $99,999",decision making study,5,The instructions for this were still quite confusing
19,EXO2,c4qzap2a5p8s66gn,P1,3166942398,7,7,,,,10,,Obseerved,,2018-08-04 00:49:46.377836+00:00,55,Female,Non hispanic,Asian,29,Masters degree,32,"$20,000 - $29,999",Report the maximum number in order to earn more in this game.,1,Everything seems well & good.
20,EXO2,1j98i9ig5p8s66gn,P1,3919885175,9,9,,,,9,,Obseerved,,2018-08-04 01:00:29.751424+00:00,79,Female,Non hispanic,White,48,College diploma,43,"$20,000 - $29,999","To play a game with another worker where one player picks a box with a number on it and then relays that info to a 2nd player. The second player then reports back on that number.     I have no idea what your *goal* is, but maybe it's to research honesty? outside of that, we do not know.",1,nothing. everything fine. :)
21,EXO2,e3c3w3i45p8s66gn,P1,4042409109,12,12,,,,20,,Obseerved,,2018-08-04 01:12:08.229216+00:00,103,Female,Non hispanic,White,38,College diploma,3,"< $10,000",I would describe it as getting my partner P2 to report the hidden number that I drew and sent to him as a message in his or her final message.,1,I have no complaints. The instructions were clear and the survey questions were not long.
22,EXO2,h1rdi24i5p8s66gn,P1,2364409399,10,10,,,,10,,Unobserved,,2018-08-04 01:25:28.390136+00:00,65,Male,Non hispanic,White,33,Some college,1,"$40,000 - $49,999",How honest an individual is when their decision reflects a possible bonus. Will a person report more than their actual number to have their partner achieve a better reward.,1,N/A
23,EXO2,ujtycwl55p8s66gn,P1,2666770215,2,2,,,,4,,Obseerved,,2018-08-04 02:29:37.058335+00:00,76,Male,Non hispanic,Black/African American,31,Professional post-secondary degree or doctoral degree,15,"$30,000 - $39,999",I guess there is a dilemma in this game.,2,N/A
24,EXO2,lh2f9tb75p8s66gn,P1,5204022497,10,10,,,,10,,Obseerved,,2018-08-04 02:39:09.190277+00:00,65,Male,Non hispanic,Black/African American,38,College diploma,6,"$70,000 - $79,999",The goal is to see if people would cheat to win more if there is no concequences in cheating and how truthful people can get.,4,Instruction was clear and easy to follow. I don't see anything that can be improved.
25,EXO2,wfrhlqaa5p8s66gn,P1,6149836000,10,10,,,,27,,Obseerved,,2018-08-04 02:41:28.862778+00:00,68,Female,Non hispanic,White,50,College diploma,1,"$30,000 - $39,999","I thought the goal of this game was to communicate the hidden number to another player, who then has to decide whether to report that number honestly or change it to a higher number to increase both players' earnings.",4,"It looks like I, as P1, could have lied to P2 about the hidden number I drew, which I didn't really realize at the time.  (I thought I had to report the actual number that came up because the instructions didn't say otherwise.)  In other words, I could have told P2 that the hidden number was 30, hoping s/he'd get that information (80% chance) and report it in the final message to maximize our earnings (.05 x 30 instead of .05 x 10).  Am not sure if I would have done that though."
26,EXO2,568mvh2y5p8s66gn,P1,8136159986,9,9,,,,9,,Obseerved,,2018-08-04 02:51:54.644681+00:00,95,Female,Non hispanic,White,30,Some college,33,"$20,000 - $29,999",make sure you see the number correctly and that player 2 also sees it,1,make the instructions a little easier to understand
27,EXO2,3u7wfjhk5p8s66gn,P1,3547119063,7,7,,,,7,,Obseerved,,2018-08-04 03:10:40.934910+00:00,80,Male,Non hispanic,Hispanic/Latino/Latina,30,College diploma,32,"$20,000 - $29,999",To share accurate information even when you possibly stand to gain more from being deceitful. The goal overall is to make the decision to share correct information.,4,"I thought the study was explained well, except it wasn't clear that even if participant 2 lied and reported a higher number both participants would still receive a bonus of that number times 5."
28,EXO2,o3gxmkor5p8s66gn,P1,8895344384,6,6,,,,6,,Obseerved,,2018-08-04 03:42:48.291709+00:00,110,Male,Non hispanic,White,41,College diploma,32,I do not wish to report my income.,Will an anonymous member trust that PI is honest about revealing the hidden number?,3,"I'm not sure if we were supposed to reveal the hidden number directly or not, so I just did it. There were no instructions saying not to, so I just gave the answer right away. Maybe be a little more clear about what you want us to do in regards to that."
29,EXO2,jqhbbedn5p8s66gn,P1,8590816092,8,8,,,,8,,Obseerved,,2018-08-04 03:48:21.545060+00:00,67,Female,Non hispanic,Hispanic/Latino/Latina,29,Some college,24,"$20,000 - $29,999",A team effort game,4,N/a
30,EXO2,hswk2kc65p8s66gn,P1,3195574961,10,10,,,,18,,Unobserved,,2018-08-04 04:10:18.347648+00:00,46,Female,Non hispanic,White,46,High school or equivalent,43,"$20,000 - $29,999",I am very unsure,3,I don't know
31,EXO2,0okxar435p8s66gn,P1,7771552630,12,12,,,,12,,Obseerved,,2018-08-04 12:24:57.939580+00:00,54,Male,Non hispanic,White,24,Some college,43,"$20,000 - $29,999",probability of two people choosing the same number,1,"it was great, instructions were easy"
32,EXO2,gd8mhz3u5p8s66gn,P1,8386377468,8,30,,,,8,,Obseerved,,2018-08-04 13:25:55.856757+00:00,67,Female,Non hispanic,Hispanic/Latino/Latina,20,Some college,10,"$10,000 - $19,999",The goal of the study is to determine what options people will choose in a game-like environment with real rewards on the stake.,2,I don't see a way. Everything was very informative and easy to understand. I had fun!
33,EXO2,wzy11orn5p8s66gn,P1,3075016909,9,9,,,,10,,Obseerved,,2018-08-04 13:26:28.746577+00:00,79,Male,Non hispanic,White,35,College diploma,26,"$20,000 - $29,999",study about checking people's honesty,1,NO
34,EXO2,og8r83zl5p8s66gn,P1,5311096410,11,30,,,,30,,Obseerved,,2018-08-04 15:01:56.067833+00:00,92,Male,Non hispanic,White,38,College diploma,10,"$50,000 - $59,999",To see if people would report the true number they revealed.,3,It was fine to me!
35,EXO2,1jaowxvv5p8s66gn,P1,6445891756,7,7,,,,10,,Obseerved,,2018-08-04 16:06:22.830964+00:00,133,Female,Non hispanic,White,44,Some college,37,"< $10,000",I would guess that the goal of this study is to see how players share information with each other and whether they are honest or not.,4,I would recommend making the instructions more articulate. I am absolutely confused what the whole point of this game was.
36,EXO2,9v521f8u5p8s66gn,P1,5443321212,14,14,,,,14,,Obseerved,,2018-08-04 17:15:09.320608+00:00,66,Male,Hispanic,White,39,College diploma,10,"$40,000 - $49,999",a game based on communication and trust between players,2,I like it the way it is now.
37,EXO2,l2mx9no05p8s66gn,P1,9321305601,10,10,,,,10,,Obseerved,,2018-08-04 17:18:35.203329+00:00,117,Female,Non hispanic,White,36,Masters degree,21,"$70,000 - $79,999",to see if people will lie to make more money,1,make there be a penalty for lying
38,EXO2,96nb6fr85p8s66gn,P1,1703192833,11,30,,,,30,,Obseerved,,2018-08-04 17:41:35.692050+00:00,116,Female,Non hispanic,White,29,Some college,38,"< $10,000",no idea,4,n/a
39,EXO2,tqmytncy5p8s66gn,P1,3235789335,6,6,,,,6,,Obseerved,,2018-08-04 17:57:00.821716+00:00,110,Female,Non hispanic,Hispanic/Latino/Latina,48,College diploma,46,"< $10,000",I am not certain at all. Maybe see if there is a link between truthful reporting and money,3,none
40,EXO2,8ws3jkkb5p8s66gn,P1,7116076320,8,8,,,,8,,Obseerved,,2018-08-04 18:39:10.275601+00:00,45,Female,Non hispanic,Black/African American,24,College diploma,28,"< $10,000",How people trust others(?),4,None.
41,EXO2,yebv4wyt5p8s66gn,P1,8708560934,12,12,,,,12,,Obseerved,,2018-08-04 18:56:23.009605+00:00,54,Male,Non hispanic,Hispanic/Latino/Latina,35,Some college,30,"$100,000 - $119,999",the integrity of people in general,3,not sure. the instructions were a bit confusing
42,EXO2,ylcvb8yi5p8s66gn,P1,8692471146,9,9,,,,9,,Obseerved,,2018-08-04 18:57:13.640047+00:00,53,Female,Non hispanic,White,35,College diploma,40,"$80,000 - $99,999",I wanted to see if youse be honest in reporting when money was a t stake,1,It was eady to inderstand so nothing
43,EXO2,7vbn8uab5p8s66gn,P1,3046010988,26,26,,,,26,,Obseerved,,2018-08-04 19:00:35.033179+00:00,42,Male,Hispanic,White,30,College diploma,32,"$60,000 - $69,999",The goal of this study was to see if participants were able to provide an honest answer in order to not manipulate the game to earn the bonus amount within the game.,1,The survey and instructions were clear but I suppose adding some color to the pages would help participants.
44,EXO2,saaaw2wv5p8s66gn,P1,7987006666,10,10,,,,10,,Obseerved,,2018-08-04 19:14:05.646703+00:00,68,Male,Non hispanic,Hispanic/Latino/Latina,29,Some college,18,"$30,000 - $39,999",To send a message to another player letting them know the number that was chosen so that they can submit the correct answer.,1,I felt like everything was clear and easy to understand. I had no issues at all with the layout.
45,EXO2,98oumzlp5p8s66gn,P1,5864822651,10,10,,,,12,,Obseerved,,2018-08-04 19:26:15.900909+00:00,65,Female,Non hispanic,White,35,College diploma,17,"< $10,000",Perceptions of truth and understanding of game.,1,Make the instructions a bit more concise.
46,EXO2,hevaqym25p8s66gn,P1,3518723422,8,8,,,,8,,Obseerved,,2018-08-04 20:27:31.447923+00:00,67,Male,Non hispanic,White,35,College diploma,14,"< $10,000",Coming to terms and realistic goals.,4,"Nothing, I liked it."
47,EXO2,t4qxs3jo5p8s66gn,P1,7785765309,10,30,,,,30,,Obseerved,,2018-08-04 21:42:33.753760+00:00,68,Female,Non hispanic,Hispanic/Latino/Latina,28,College diploma,32,"$50,000 - $59,999",Getting the most bonus possible regardless of the hidden number.,1,n/a
48,EXO2,o927wzi55p8s66gn,P1,2323009091,14,14,,,,14,,Obseerved,,2018-08-05 13:00:37.314021+00:00,66,Female,Non hispanic,Hispanic/Latino/Latina,56,College diploma,15,"$40,000 - $49,999",working together with partners by communicating information,1,no comments
49,EXO2,srd2l06p5p8s66gn,P1,7861119333,11,11,,,,11,,Obseerved,,2018-08-05 13:09:42.070180+00:00,64,Male,Non hispanic,Black/African American,21,Some college,40,"< $10,000",I think the goal was to lie about the drawn number to receive the maximum payment and decide whether or not player 2 would be willing to lie if they are able to see it.,4,"Not applicable, survey was straight forward."
50,EXO2,3qumk7yq5p8s66gn,P1,2536455599,10,10,,,,30,,Obseerved,,2018-08-05 13:18:44.261477+00:00,81,Male,Non hispanic,Black/African American,42,Professional post-secondary degree or doctoral degree,20,"> $200,000","How honest are you?  There is a financial incentive to lie about the ""hidden number""",1,Could have let us know that we got all the instruction questions right; it just jumped right into the study
51,EXO2,sodfcmwb5p8s66gn,P1,7234520149,28,28,,,,28,,Obseerved,,2018-08-05 13:25:44.430866+00:00,136,Female,Non hispanic,Hispanic/Latino/Latina,22,College diploma,11,"$10,000 - $19,999",The goal is to see the amount of trust that two people give to each other to achieve a common monetary goal.,3,The rules could be explained more clearly.
52,EXO2,4cfvi7e35p8s66gn,P1,9231733302,7,7,,,,7,,Obseerved,,2018-08-05 14:00:19.736514+00:00,55,Female,Non hispanic,Hispanic/Latino/Latina,30,Masters degree,21,"$30,000 - $39,999",The goal of the game is to report a number to the other player and then for that player to decide what number to report to maximize payment for both players.,2,I think some of the instructions could have been a bit more clear--especially concerning the frequency of the numbers.
53,EXO2,hubnoh3f5p8s66gn,P1,4838966752,9,30,,,,27,,Obseerved,,2018-08-05 14:00:56.692068+00:00,57,Male,Non hispanic,White,42,Some college,26,"< $10,000","I am not sure, I am wondering if you want to see how many people will report the actual number when it seems to me the best answer would always be 30.",2,"I can't really think of anything, it was a very good experience."
54,EXO2,ns35vblg5p8s66gn,P1,6151458749,14,14,,,,30,,Obseerved,,2018-08-05 14:04:26.958223+00:00,66,Female,Non hispanic,White,44,Some college,46,"$20,000 - $29,999",One person reports a selected number to a second person and that person reports back what number was chosen.,4,none
55,EXO2,qfl72dqr5p8s66gn,P1,6672097485,10,30,,,,30,,Obseerved,,2018-08-05 14:15:22.456339+00:00,46,Male,Hispanic,White,20,Some college,1,"< $10,000",How facts are altered for personal gain.,1,It was a good survey.
56,EXO2,f4p7cyeu5p8s66gn,P1,3428449516,9,9,,,,9,,Obseerved,,2018-08-05 14:32:02.911208+00:00,51,Male,Non hispanic,White,23,College diploma,30,"$80,000 - $99,999","To see if there is some sort of cognitive buffer behind people believing what was told, and what they potentially see.",3,"Shown the survey in a simpler, more easy-to-read interface."
57,EXO2,hfn97kli5p8s66gn,P1,4357671686,25,25,,,,25,,Obseerved,,2018-08-05 15:08:50.723779+00:00,56,Female,Non hispanic,White,22,Some college,49,"$70,000 - $79,999","I would describe the goal of this study as an experiment whether or not people will lie when they believe it will result in them earning some form of reward, whether it be monetary or not.",2,Directions were a bit confusing. Had to reread them several times to understand.
58,EXO2,y41dyhy75p8s66gn,P1,4678443597,10,10,,,,10,,Obseerved,,2018-08-05 15:13:29.541752+00:00,23,Male,Non hispanic,White,29,College diploma,10,"$20,000 - $29,999",Following directions,1,Na
59,EXO2,t5eud3sl5p8s66gn,P1,2435774218,11,11,,,,14,,Obseerved,,2018-08-05 15:13:49.428973+00:00,69,Female,Non hispanic,Hispanic/Latino/Latina,23,College diploma,10,"$10,000 - $19,999",Determine whether a person is willing to lie to get a higher benefit if someone else could see whether it is a lie or not.,2,It's good.
60,EXO2,uyctmsk15p8s66gn,P1,1608652148,14,14,,,,14,,Obseerved,,2018-08-05 15:14:19.712877+00:00,66,Male,Non hispanic,White,32,Some college,10,"$50,000 - $59,999","Imagine a calculus professor had a bet with a statistics professor about whose science is more accurate, well this is the test they came up with...",1,Just make it more complex...I'm serious.
61,EXO2,jtj1cv9x5p8s66gn,P1,5873147351,10,10,,,,10,,Obseerved,,2018-08-05 15:19:27.249328+00:00,59,Male,Non hispanic,White,21,Some college,11,"$40,000 - $49,999",Decision-making study,2,N/A
62,EXO2,z26r5xlk5p8s66gn,P1,7760730140,12,20,,,,20,,Obseerved,,2018-08-05 15:28:13.676788+00:00,105,Male,Non hispanic,White,27,Some college,10,"$30,000 - $39,999","This study seemed to me to be about instructing reading. While you were told to report the number you drew as P1 to P2 to answer, there were never any consequences described if you reported a number over what was actually draw. So it seemed the point of the study was measuring instruction following and comprehension in relation to acting on getting paid extra.",3,"No improvements, thank you."
63,EXO2,7b9wsb725p8s66gn,P1,5788060567,3,3,,,,3,,Obseerved,,2018-08-05 15:28:14.989232+00:00,32,Female,Non hispanic,White,46,College diploma,43,"$30,000 - $39,999","If there is no incentive to not lie, and participants stand to gain from being dishonest, will the participants be dishonest?  <-- Is this what you're studying?",1,I think the experience was fine as is.
64,EXO2,2xwclays5p8s66gn,P1,9686919416,9,9,,,,20,,Obseerved,,2018-08-05 15:40:05.153346+00:00,53,Female,Non hispanic,White,32,College diploma,22,"$60,000 - $69,999","Seeing if people are honest, or if they just ropey the largest number to earn the largest bonus.",2,I think everything was perfectly clear
65,EXO2,p56pcbmn5p8s66gn,P1,8699984355,8,8,,,,8,,Obseerved,,2018-08-05 15:48:09.121084+00:00,67,Male,Non hispanic,White,26,College diploma,21,"$40,000 - $49,999",Try to get P2 to report the same number I sent and try to earn a high bonus.,2,"None, I think the survey was fine."
66,EXO2,spvim2qy5p8s66gn,P1,8684020782,7,7,,,,7,,Obseerved,,2018-08-05 16:03:55.820675+00:00,33,Female,Hispanic,Black/African American,30,Masters degree,32,"$40,000 - $49,999",How motivated people are to be honest if it is not necessarily beneficial to do so.,1,"Nothing, everything ran very smoothly"
67,EXO2,ifulxdon5p8s66gn,P1,1299303278,10,10,,,,10,,Obseerved,,2018-08-05 16:53:18.204261+00:00,68,Male,Non hispanic,White,64,College diploma,30,"$100,000 - $119,999","To pick a number, send it to another person and for them to submit it and get paid 5 times the number in cents though partner 2 can raise the number.",1,all good
68,EXO2,liwvjv1p5p8s66gn,P1,7754879026,8,8,,,,11,,Obseerved,,2018-08-05 16:55:41.095891+00:00,13,Female,Non hispanic,White,45,High school or equivalent,8,"< $10,000",Presentation of overly complicated instructions to workers who are then bonused or not according to the accuracy of guesses about a number being shown and the choice of another worker,5,The instructions could have been simplified
69,EXO2,1iqcsln85p8s66gn,P1,5782626993,10,10,,,,7,,Obseerved,,2018-08-05 17:10:57.615732+00:00,68,Male,Non hispanic,White,39,College diploma,28,"$50,000 - $59,999",The goal of this study is to find a level of confidence between players in cooperative games.,3,Make the layout more readable.
70,EXO2,7chh4mg15p8s66gn,P1,4508869145,9,9,,,,9,,Unobserved,,2018-08-05 17:16:30.030959+00:00,31,Female,Non hispanic,White,21,Some college,33,"$10,000 - $19,999",communication between workers,3,better instructions about the message sent from p1 to p2. I wasn't sure what exactly to tell them or what they are doing
71,EXO2,9r3bos935p8s66gn,P1,6426126705,10,10,,,,10,,Obseerved,,2018-08-05 17:26:27.052814+00:00,91,Male,Non hispanic,White,40,Professional post-secondary degree or doctoral degree,22,"$120,000 - $149,999",I'm not sure -- how well you trust a stranger?,1,"Nothing, very clear"
72,EXO2,32war6cy5p8s66gn,P1,3396815232,12,30,,,,30,,Obseerved,,2018-08-05 17:33:32.250541+00:00,105,Male,Non hispanic,White,33,College diploma,46,"$120,000 - $149,999","I would have a hard time describing it, but I suspect you wanted to see if people would actually report the hidden number or if they would pick a larger number in an attempt to receive a larger bonus.",2,n/a
73,EXO2,4hrt0m2s5p8s66gn,P1,7241071921,8,8,,,,15,,Obseerved,,2018-08-05 17:52:55.850067+00:00,115,Male,Non hispanic,White,31,College diploma,28,"$20,000 - $29,999",If we are honest.,4,It was good.
74,EXO2,xyxwmv8s5p8s66gn,P1,2770070391,30,30,,,,30,,Obseerved,,2018-08-05 17:58:29.851522+00:00,52,Female,Hispanic,White,26,Some college,30,"$70,000 - $79,999","No idea. Maybe trust? Similar to the game ""telephone""",2,None. Thanks!
75,EXO2,2tmu5ef35p8s66gn,P1,1850929572,7,7,,,,7,,Obseerved,,2018-08-05 18:09:39.114960+00:00,55,Female,Non hispanic,Black/African American,27,College diploma,35,"$50,000 - $59,999",how people make decision,4,n/a
76,EXO2,uj1i8ga65p8s66gn,P1,8705885021,9,9,,,,9,,Obseerved,,2018-08-05 18:13:27.718603+00:00,57,Female,Non hispanic,White,67,Some college,38,"$10,000 - $19,999",It would depend on how honest people are. If you are P1 there is an 80% chance that the number you picked will be revealed to P2 so if you don't want to get caught in a lie you will truthfully report the actual number. However P2 also has to decide whether to be truthful or not when he reports the final number.,2,Seems fine as is......fun survey!
77,EXO2,f9llptve5p8s66gn,P1,1089207406,9,9,,,,9,,Obseerved,,2018-08-05 19:04:49.692492+00:00,79,Male,Non hispanic,White,25,High school or equivalent,42,"< $10,000","Pick a card with a number, and tell that to the other player. Whatever number they enter is multiplied by 5 and is given as money",2,I'm not sure.
78,EXO2,57ges6yi5p8s66gn,P1,8257760054,13,13,,,,13,,Obseerved,,2018-08-05 19:12:00.774833+00:00,70,Male,Non hispanic,White,39,Some college,19,"$30,000 - $39,999",Be  honest about the number drawn and communicate that number to player 2,3,na
79,EXO2,0fwojkku5p8s66gn,P1,9056590270,7,7,,,,30,,Obseerved,,2018-08-05 20:16:38.487753+00:00,55,Female,Non hispanic,White,48,Some college,28,"$60,000 - $69,999",To see if others would lie to make more money??,1,It's all good.
80,EXO2,smfn434q5p8s66gn,P1,7520940455,8,8,,,,8,,Obseerved,,2018-08-06 01:36:45.744457+00:00,98,Female,Non hispanic,White,40,Masters degree,22,"$80,000 - $99,999",A goal of working together to obtain the biggest bonus possible.,2,Not sure :)
81,EXO2,uautxmd25p8s66gn,P1,5144587874,14,14,,,,14,,Obseerved,,2018-08-06 01:37:07.220497+00:00,66,Male,Non hispanic,White,34,Some college,1,"$40,000 - $49,999",The goal is to hope that you and your partner are honest.,1,None.
82,EXO2,eoxmn7s35p8s66gn,P1,5075160120,8,25,,,,25,,Obseerved,,2018-08-06 01:43:09.779104+00:00,13,Male,Non hispanic,White,22,Some college,3,"$50,000 - $59,999",You pick a card and have to decide whether or not to lie about it.,2,"Less instructions, since we only have one role we don't need all of it"
