id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
25,FRST2,hp3fp0j62sz06m0p,P1,5598483247,9,30,,,,,,,,2018-08-04 01:23:34.335227+00:00,79,Other,Non hispanic,White,32,College diploma,14,"< $10,000","A fairly big waste of time with way too many instructions for very little work. You say whatever the highest number is. That's literally all there is to it. There's no checking in on what was selected, there's a second person for no fucking reason, and there's a lot of questions about nothing with the threat of not being paid.",5,"Why have the quiz? There's only one thing to do. Flip the card, say a number. The end."
26,FRST2,s1mhjbno2sz06m0p,P1,3284291632,11,11,,,,,,,,2018-08-04 01:28:21.992438+00:00,7,Male,Non hispanic,White,32,Masters degree,10,"$70,000 - $79,999",we will play a game where we will be partners and depending on what comes out we will win both if we follow the instructions correctly,2,significant I value the effort of companionship
27,FRST2,ylkx28ai2sz06m0p,P1,3962658755,9,9,,,,,,,,2018-08-04 01:55:17.641756+00:00,95,Female,Non hispanic,White,55,Masters degree,43,"< $10,000","To report the number drawn from a deck of 144. The number I report will then multiplied by 5 in order to determine my bonus and the bonus of another player, who is passive.",3,I can't think of anything.
28,FRST2,wqdndueh2sz06m0p,P1,5305733093,27,27,,,,,,,,2018-08-04 02:19:41.522735+00:00,3,Female,Non hispanic,Black/African American,46,Masters degree,22,"$40,000 - $49,999",the goal is to maximize gains while also checking to see how honestly one does actually report the number based on their moral principles.,2,it's pretty good already
29,FRST2,8ltfb5up2sz06m0p,P1,3779679112,6,6,,,,,,,,2018-08-04 02:35:31.214947+00:00,78,Male,Non hispanic,White,62,College diploma,32,"$120,000 - $149,999","you will be selected as P1 or P2. As P1 you select hidden number and report this number. As P2 you dont get any messages, you are a passive player. P1 and P2 earn 5 cent per reported point. If the reported number is 6 P1 und P2 will earn 5 cents x 6, equals 30 cents",1,maybe the description can be shorter and easier
30,FRST2,nfcjoc5c2sz06m0p,P1,1479220186,25,30,,,,,,,,2018-08-04 02:54:24.741168+00:00,56,Female,Non hispanic,White,34,Some college,33,"$80,000 - $99,999",to pick a random number card and tell the number you got.,1,made the reasoning a little more clear
31,FRST2,uo0fsoc92sz06m0p,P1,1791603085,8,12,,,,,,,,2018-08-04 17:19:35.347375+00:00,45,Female,Non hispanic,Native Hawaiian/Pacific Islander,25,High school or equivalent,32,"$40,000 - $49,999",Earn as much money as possible,2,no improvement needed
32,FRST2,yd38cxak2sz06m0p,P1,5237632596,11,11,,,,,,,,2018-08-04 18:03:25.658507+00:00,64,Female,Non hispanic,White,30,College diploma,50,"$70,000 - $79,999",Pick a random number. You will get that number and pass the information forward. That number will decide a bonus of that number times by 5 cents.,4,I would have liked more information about changing the number. Was it based on the honor system?
33,FRST2,zmara1j82sz06m0p,P1,3543844940,8,30,,,,,,,,2018-08-04 18:09:00.289232+00:00,67,Female,Hispanic,White,42,College diploma,5,"$20,000 - $29,999",An honesty game where you pick a card and report the result.,3,It is simple and well explained.
34,FRST2,uhtx8q6c2sz06m0p,P1,9508980165,22,22,,,,,,,,2018-08-04 18:15:46.795051+00:00,39,Female,Non hispanic,White,48,Some college,36,"< $10,000","I think it's mostly an exercise in reading comprehension and following instructions. There might be an element of trust in that P1 has to report a number in the final message, which will determine how much money both players get, and that person could possibly lie so that both players get more money.",3,"The first drawings weren't necessary and were confusing, so I ignored them and imagined P1 and P2 in my head sitting at a table. The chart and card arrangement picture were helpful though."
35,FRST2,j0ko7plh2sz06m0p,P1,2532644137,10,10,,,,,,,,2018-08-04 18:25:30.255824+00:00,60,Male,Non hispanic,White,29,Professional post-secondary degree or doctoral degree,10,"$70,000 - $79,999",I do not know.,1,No improvement needed.
36,FRST2,jyhbz4db2sz06m0p,P1,8570855022,8,8,,,,,,,,2018-08-04 18:44:39.195577+00:00,118,Male,Non hispanic,White,38,High school or equivalent,38,"$10,000 - $19,999","It's an honesty test.  You are meant to give the number you pick, but you don't HAVE to.  You could simply lie and choose the highest number, with no consequence.  This test gauges what percentage of people will choose honesty over a higher payout.",1,Make it go over several rounds.  It may test the honesty of some people to choose to either lie or be honest over and over again.  Maybe some would have a change of heart after a few rounds??
37,FRST2,dhz7jurf2sz06m0p,P1,9638376791,11,11,,,,,,,,2018-08-04 18:50:30.264999+00:00,64,Female,Non hispanic,White,25,College diploma,11,"$40,000 - $49,999",pick the highest number and report it to the other player,3,n/a
38,FRST2,rby8qbjb2sz06m0p,P1,6833315041,9,30,,,,,,,,2018-08-04 18:57:31.888718+00:00,53,Female,Non hispanic,White,34,Masters degree,21,"$60,000 - $69,999",Report hidden number and get paid. Payment for you and another person is dependent on which number you report.,3,"None, thanks!"
39,FRST2,ubeqgv2b2sz06m0p,P1,5877699225,11,11,,,,,,,,2018-08-04 19:03:10.675531+00:00,92,Male,Hispanic,White,23,College diploma,5,"$10,000 - $19,999","To see whether or not players are honest about the outcome of a game, or will try to maximize gains or profits if allowed.",1,Nothing to report.
40,FRST2,xa40ubuv2sz06m0p,P1,5173986993,10,10,,,,,,,,2018-08-04 19:03:20.277667+00:00,91,Male,Non hispanic,White,34,College diploma,10,"$10,000 - $19,999",get the highest hidden number,1,"wondering if I should have lied for a higher bonus, or how many people actually do lie?"
41,FRST2,imr2uuk02sz06m0p,P1,3667731953,1,18,,,,,,,,2018-08-04 19:27:33.927437+00:00,1,Female,Non hispanic,White,45,College diploma,33,"$50,000 - $59,999","the higher number I report the more p1 and p2 make.  In this case, my hidden number was 1 but I sent 18 in the message.",1,I wasn't unsure if I was supposed to send the exact hidden number or increase it as I did.
42,FRST2,epumuk4q2sz06m0p,P1,8608435114,10,10,,,,,,,,2018-08-05 12:43:47.400426+00:00,68,Female,Non hispanic,White,47,Some college,33,"$120,000 - $149,999",you play a game where you pick a random square with numbers under it and at the end of the game you will type any number to earn a bonus,3,have better interaction with other player
43,FRST2,e43f0f4g2sz06m0p,P1,4394721341,11,11,,,,,,,,2018-08-05 13:37:45.339994+00:00,34,Male,Non hispanic,White,26,Some college,27,"$10,000 - $19,999",To see how honest we are in reporting the final number.,4,No way that I can think of.
44,FRST2,slmygbzk2sz06m0p,P1,9047884505,12,12,,,,,,,,2018-08-05 13:42:38.119791+00:00,103,Female,Non hispanic,White,65,College diploma,10,"$30,000 - $39,999",The goal is to get as much bonus pay as possible,2,"Very fun study, I can't think of anything that could be improved."
45,FRST2,4n622d812sz06m0p,P1,4882630582,30,30,,,,,,,,2018-08-05 14:00:09.086606+00:00,52,Female,Non hispanic,Hispanic/Latino/Latina,24,College diploma,38,"$70,000 - $79,999",Something having to do with probability and honesty?,1,None
46,FRST2,e683qz8j2sz06m0p,P1,2760111784,12,20,,,,,,,,2018-08-05 14:00:40.837359+00:00,105,Male,Non hispanic,Hispanic/Latino/Latina,23,College diploma,38,"$60,000 - $69,999","I'm not sure, I'm rather confused.",2,"Nothing, it was fine!"
47,FRST2,xbbcw6tg2sz06m0p,P1,6983399457,22,22,,,,,,,,2018-08-05 14:03:33.209073+00:00,39,Male,Non hispanic,White,41,College diploma,35,"$30,000 - $39,999",I believe that this survey is testing the level of honesty of participants.,3,I cannot really tell. I would probably be able to add something if I would have known what is the survey really about.
48,FRST2,g62q76ss2sz06m0p,P1,5115209158,11,11,,,,,,,,2018-08-05 14:11:58.945685+00:00,69,Female,Non hispanic,White,46,Some college,18,"$30,000 - $39,999",to see if instructions can be followed,2,more chances to make more money
49,FRST2,y0a3fdty2sz06m0p,P1,8086791837,7,19,,,,,,,,2018-08-05 14:27:12.373659+00:00,113,Female,Non hispanic,White,40,College diploma,40,"$40,000 - $49,999",trutfulness study,2,nothing
50,FRST2,182uyhqg2sz06m0p,P1,2517909560,10,10,,,,,,,,2018-08-05 14:53:22.285564+00:00,91,Male,Non hispanic,White,64,Masters degree,14,"$30,000 - $39,999","probably something about honesty, though helping another (equally to yourself) by cheating may be an interesting side angle",3,ok as is
51,FRST2,fk5cgouk2sz06m0p,P1,1318887836,24,24,,,,,,,,2018-08-05 14:59:17.547572+00:00,89,Female,Non hispanic,White,37,Some college,22,"$30,000 - $39,999",An experiment that tests the honesty of an individual.,3,"I'm not sure, the experience was mostly positive and easy to participate in."
52,FRST2,3icnt5i12sz06m0p,P1,6000313433,7,7,,,,,,,,2018-08-05 15:10:39.919635+00:00,33,Female,Non hispanic,White,37,Professional post-secondary degree or doctoral degree,10,"$80,000 - $99,999",select a card with 30 on it.,4,easier instructions.
53,FRST2,2h17i79u2sz06m0p,P1,2978715869,12,30,,,,,,,,2018-08-05 15:12:34.182481+00:00,77,Female,Non hispanic,White,18,High school or equivalent,10,I do not wish to report my income.,To see if someone followed directions.,1,All good!
54,FRST2,6mo4gv2a2sz06m0p,P1,2413316606,9,30,,,,,,,,2018-08-05 15:15:29.933192+00:00,130,Female,Non hispanic,White,32,College diploma,43,"$80,000 - $99,999",Player one reports the hidden number to player to from a random game board. However player Two is a passive player and never sees the hidden number drawn. Each player gets 5 cents times the amount of the number reported by player one,2,N/A
55,FRST2,e4feldb82sz06m0p,P1,5377894888,12,25,,,,,,,,2018-08-05 15:20:52.086911+00:00,54,Male,Non hispanic,White,23,College diploma,30,"$30,000 - $39,999","Trying to maximize your gain as much as possible in reporting numbers in a message, with the number multiplied by 5 cents.",1,"No issues, everything is fine! :)"
56,FRST2,gjpjpxsi2sz06m0p,P1,1035990377,11,30,,,,,,,,2018-08-05 15:27:03.013330+00:00,7,Male,Non hispanic,White,36,High school or equivalent,5,"$20,000 - $29,999",To report a number to another player to determine bonuses for both players.  To see how other players are honest/dishonest.,1,no issues
57,FRST2,t8j0jjod2sz06m0p,P1,3867400464,11,27,,,,,,,,2018-08-05 16:08:51.365554+00:00,58,Male,Non hispanic,White,37,College diploma,5,"$120,000 - $149,999",Reporting numbers contingent upon one's bonus to see if that person is honest,2,None
58,FRST2,k1owfdts2sz06m0p,P1,9813435290,7,30,,,,,,,,2018-08-05 16:19:17.988829+00:00,33,Female,Non hispanic,Black/African American,22,College diploma,22,"$20,000 - $29,999","The study is one in which P1 is an active player and P2 is passive. P1 reveals a hidden number, and then writes a final message. The number in the final message determines the bonus (5*final message).",1,The instruction page was a bit long and confusing.
59,FRST2,m13ivov32sz06m0p,P1,8655115442,11,11,,,,,,,,2018-08-05 16:23:11.105557+00:00,69,Male,Non hispanic,White,34,Some college,38,"$70,000 - $79,999",Whether or not a person has integrity...,2,Not sure if you could.  It was a good one!!
60,FRST2,g68zg1a52sz06m0p,P1,4150554594,9,9,,,,,,,,2018-08-05 16:31:24.974136+00:00,53,Male,Non hispanic,White,32,College diploma,30,"$50,000 - $59,999",report the correct number.,3,Given some examples in the directions.
61,FRST2,7xi6d3qa2sz06m0p,P1,6859894122,25,30,,,,,,,,2018-08-05 16:32:21.224708+00:00,56,Female,Non hispanic,White,46,Professional post-secondary degree or doctoral degree,35,"$20,000 - $29,999",unknown,2,nothing
62,FRST2,hk7krvlb2sz06m0p,P1,8429103641,7,7,,,,,,,,2018-08-05 17:02:25.310982+00:00,80,Female,Non hispanic,White,42,College diploma,35,"$10,000 - $19,999",Whether or not a person was honest/,2,I don't know.
63,FRST2,yi7ua3c22sz06m0p,P1,8475360382,10,10,,,,,,,,2018-08-05 17:03:20.980736+00:00,59,Female,Non hispanic,White,35,High school or equivalent,42,"$50,000 - $59,999",Picking a card and telling the other player what you drew.,2,Nothing
64,FRST2,7vj9uuvq2sz06m0p,P1,9101522295,8,30,,,,,,,,2018-08-05 17:14:54.309204+00:00,67,Male,Non hispanic,White,66,College diploma,33,"$10,000 - $19,999",Decide on your honesty level. My goal was to maximize the payout for me and the other player.,1,I felt things were explained well. It went smoothly.
65,FRST2,oj8ocrow2sz06m0p,P1,5661796817,11,11,,,,,,,,2018-08-05 17:15:09.792014+00:00,69,Male,Non hispanic,White,43,College diploma,25,"$70,000 - $79,999","Pick the highest number when drawing, or lie about the number when reporting.",3,"Instructions were a little confusing, but not too bad."
66,FRST2,v1t5ymoo2sz06m0p,P1,9946421289,10,10,,,,,,,,2018-08-05 17:20:21.673616+00:00,117,Male,Non hispanic,White,35,Some college,33,"$30,000 - $39,999",An integrity test.,1,It was tricky.
67,FRST2,z7mmmq6t2sz06m0p,P1,8097417031,14,14,,,,,,,,2018-08-05 17:43:51.667686+00:00,66,Female,Non hispanic,White,48,Some college,35,"$80,000 - $99,999",Following instuctions,3,not sure
68,FRST2,yy857ygj2sz06m0p,P1,5101026047,8,8,,,,,,,,2018-08-05 18:11:49.540334+00:00,67,Female,Non hispanic,White,31,College diploma,15,"$40,000 - $49,999",integrity of player 1,1,Everything was great
69,FRST2,dgmcqi6x2sz06m0p,P1,7452601516,9,15,,,,,,,,2018-08-05 18:19:31.267419+00:00,72,Female,Non hispanic,White,25,College diploma,35,"$30,000 - $39,999",To work with another person without communicating directly,3,Nothing!
70,FRST2,m8q7oxo82sz06m0p,P1,6204575485,9,12,,,,,,,,2018-08-05 18:21:41.549319+00:00,57,Female,Non hispanic,Hispanic/Latino/Latina,21,Some college,5,"< $10,000",To collect money in the form of a bonus.,3,I think the instructions could have been simplified.
71,FRST2,wvuqqhf42sz06m0p,P1,7858306707,8,30,,,,,,,,2018-08-05 18:24:21.054796+00:00,118,Female,Non hispanic,White,46,High school or equivalent,5,"< $10,000",You want to go for the highest amount no matter what number you pick.,2,"It is good as is, don't change a thing."
72,FRST2,hvkblsh72sz06m0p,P1,6661934525,10,10,,,,,,,,2018-08-05 18:31:33.324937+00:00,106,Female,Non hispanic,White,37,College diploma,10,"< $10,000",I think the goal of this study is to gauge what choice participants make when under the honor system but not being watched by anyone.,1,It was great! Nothing wrong and everything worked how it was meant to.
73,FRST2,1wvnvwf02sz06m0p,P1,1727433673,9,12,,,,,,,,2018-08-05 22:52:36.785622+00:00,22,Female,Non hispanic,White,39,College diploma,15,"$30,000 - $39,999",To earn as much money as u can,1,I'm not sure. I think it was good
74,FRST2,fjaucpax2sz06m0p,P1,8773089611,6,6,,,,,,,,2018-08-06 00:00:34.072877+00:00,82,Male,Non hispanic,White,49,Masters degree,47,"$50,000 - $59,999","Literally, the goal is to report a number drawn from a collection of hidden numbers. I suspect the actual goal to measure how truthful people are when they think their actions can't be seen by others.",3,"The game instructions were a little repetitive, which made them a bit too long."
75,FRST2,71wplaq82sz06m0p,P1,1276129408,8,8,,,,,,,,2018-08-06 00:07:13.896418+00:00,45,Female,Non hispanic,White,31,Some college,46,"< $10,000",How honest people are with monetary gains,1,"It was good, thanks!"
76,FRST2,g11n4cl12sz06m0p,P1,8642248433,8,8,,,,,,,,2018-08-06 01:16:00.756179+00:00,38,Female,Non hispanic,White,29,Some college,38,"$30,000 - $39,999",To decide whether or not to honestly play the game.,3,Nothing!
77,FRST2,wtykhumn2sz06m0p,P1,7525004798,8,10,,,,,,,,2018-08-06 01:16:55.050023+00:00,67,Female,Non hispanic,White,39,Masters degree,6,"$150,000 - $199,999",Picking a random number,2,The instructions were overly complicated
78,FRST2,yboutnlf2sz06m0p,P1,3594294880,10,10,,,,,,,,2018-08-06 01:35:16.240284+00:00,91,Female,Non hispanic,White,23,Some college,47,"< $10,000",Honesty,2,The instructions are a little foggy
79,FRST2,hj2ft2ny2sz06m0p,P1,4169922756,6,10,,,,,,,,2018-08-06 01:35:43.160958+00:00,75,Male,Non hispanic,White,38,Masters degree,1,"$100,000 - $119,999",Guessing,2,Not sure
