id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
19,FRST3,yzk4hkar19s1v229,P1,5728916070,14,14,,,,,,,,2018-08-04 02:19:38.004608+00:00,66,Female,Non hispanic,White,60,College diploma,18,"$30,000 - $39,999",I think the goal of the study was to learn whether or not player P1 would report a higher number in the final message than the actual hidden number he/she had received earlier.,2,The survey is fine. I had no problems.
20,FRST3,n7q8gktt19s1v229,P1,9456009539,12,12,,,,,,,,2018-08-04 02:41:27.679479+00:00,54,Male,Non hispanic,White,27,Some college,18,"$50,000 - $59,999",The goal of this study is to see how people moderate and comprehend games.,2,The instructions were hard to see (small text). Thanks!
21,FRST3,64iff6ur19s1v229,P1,3868563718,9,9,,,,,,,,2018-08-04 02:43:46.026382+00:00,79,Female,Hispanic,White,45,College diploma,32,"$30,000 - $39,999","It is a very confusing game, I think it could be something about comprehension and attention",4,I don't really know the purpose of the survey so I can say anything about improving
22,FRST3,jjjqip1719s1v229,P1,1317853748,11,11,,,,,,,,2018-08-04 02:55:27.063030+00:00,41,Male,Non hispanic,White,25,Professional post-secondary degree or doctoral degree,33,"$30,000 - $39,999",I'm not exactly sure.,3,I'm not sure.
23,FRST3,d75968i619s1v229,P1,4823600447,11,11,,,,,,,,2018-08-04 03:23:15.009420+00:00,64,Female,Non hispanic,White,43,College diploma,40,"< $10,000",Honesty of P1,3,Made the rules easier to understand.
24,FRST3,jhsh854419s1v229,P1,7440564895,6,25,,,,,,,,2018-08-04 03:29:17.489462+00:00,75,Female,Non hispanic,White,31,High school or equivalent,5,"$40,000 - $49,999",I'm not sure,2,"None, it was good thank you"
25,FRST3,fvgcplhq19s1v229,P1,5214081075,8,8,,,,,,,,2018-08-04 03:45:47.512503+00:00,93,Male,Non hispanic,Black/African American,49,Masters degree,43,"$150,000 - $199,999",Honesty of player,4,"Unsure of the goal, maybe show more examples."
26,FRST3,8ki2l6xs19s1v229,P1,4837529222,29,29,,,,,,,,2018-08-04 03:47:14.310664+00:00,107,Male,Non hispanic,White,41,College diploma,11,"< $10,000","You choose a number that'll determine a bonus for you and two other people, but you can apparently report that you chose a number you didn't actually choose to get a higher bonus, if you're that kind of rapscallion.",1,I don't think it could have been any easier.
27,FRST3,5t8rk5wv19s1v229,P1,1683282369,10,10,,,,,,,,2018-08-04 04:00:02.960786+00:00,81,Female,Non hispanic,Hispanic/Latino/Latina,32,Some college,32,"$10,000 - $19,999",trusting your team.,3,everything was fine.
28,FRST3,60ss2n5v19s1v229,P1,1277931993,14,14,,,,,,,,2018-08-04 04:16:46.113057+00:00,66,Male,Non hispanic,White,26,High school or equivalent,14,"$50,000 - $59,999",How chance works with hidden numbers.,1,"Nothing, it was great."
29,FRST3,5o89cbrm19s1v229,P1,8566721478,6,30,,,,,,,,2018-08-04 04:20:48.136653+00:00,82,Female,Non hispanic,Hispanic/Latino/Latina,32,Some college,18,"$30,000 - $39,999",Picking a number,4,Make the instructions shorter
30,FRST3,j66zf3sz19s1v229,P1,1901770244,11,11,,,,,,,,2018-08-04 05:25:33.973286+00:00,88,Male,Hispanic,White,21,Some college,43,"$20,000 - $29,999",You have to be accurate and trusting of one another,2,none
31,FRST3,bypvs6i719s1v229,P1,3882032862,11,11,,,,,,,,2018-08-04 12:45:50.736915+00:00,58,Female,Non hispanic,White,36,High school or equivalent,38,"$10,000 - $19,999",I think the goal is to check the honesty of reporting numbers.,2,nothing
32,FRST3,elvpdew519s1v229,P1,9345739981,13,30,,,,,,,,2018-08-04 13:24:59.566074+00:00,70,Male,Non hispanic,White,49,Masters degree,10,"$20,000 - $29,999",Be dishonest and pick the highest number to get the highest bonus.,1,Shorten the instructions.
33,FRST3,4vbs7u3t19s1v229,P1,7834282428,5,5,,,,,,,,2018-08-04 13:42:39.587541+00:00,122,Male,Hispanic,White,49,College diploma,4,"$40,000 - $49,999",Maximizing bonus to strangers.,4,"Been a little clearer about instructions, mainly about reporting a different number from the one chosen."
34,FRST3,htasw50q19s1v229,P1,8633535452,8,30,,,,,,,,2018-08-04 13:46:28.742167+00:00,144,Male,Non hispanic,White,68,Some college,7,"$50,000 - $59,999",put the highest number you can in the box to maximize the bonus for you and other people.,3,can't think of anything.
35,FRST3,ebzioxps19s1v229,P1,3989813267,9,30,,,,,,,,2018-08-04 15:16:18.505008+00:00,72,Female,Non hispanic,White,29,High school or equivalent,33,"$30,000 - $39,999",Honesty and decision making that affects others.,4,"Nothing, it was fine"
36,FRST3,915y9vzy19s1v229,P1,9166091870,11,30,,,,,,,,2018-08-04 16:35:39.725493+00:00,44,Male,Non hispanic,Black/African American,34,Some college,5,"$10,000 - $19,999",see how someone will act if their actions are not being revealed to others,3,none that i can think of
37,FRST3,v18o110119s1v229,P1,9307416942,13,25,,,,,,,,2018-08-04 17:51:04.850901+00:00,70,Female,Non hispanic,White,28,College diploma,21,"$70,000 - $79,999","Based on your player assignment, you will either select a hidden number and then report a final number, or you will be a passive player who does not have to do anything.",1,"No improvements needed, thanks!"
38,FRST3,859w43qv19s1v229,P1,8474284097,8,8,,,,,,,,2018-08-04 18:06:33.092680+00:00,115,Male,Non hispanic,Hispanic/Latino/Latina,34,College diploma,50,"$60,000 - $69,999",Following instructions,1,This was fun thank you
39,FRST3,ftms5c4a19s1v229,P1,4944621495,11,11,,,,,,,,2018-08-04 19:02:29.016578+00:00,44,Female,Non hispanic,White,41,High school or equivalent,10,"$20,000 - $29,999",to communicate the final number to other players for a bonus,3,nothing I liked it
40,FRST3,hee7j5me19s1v229,P1,2723757741,30,30,,,,,,,,2018-08-04 19:38:58.744282+00:00,52,Female,Non hispanic,White,52,College diploma,4,"$20,000 - $29,999",I think the goal of this study is to make the moral decision to tell the truth so that each player can earn their maximum bonus.,1,I worked great. No improvement needed.
41,FRST3,pve6m31g19s1v229,P1,9070329436,7,20,,,,,,,,2018-08-04 19:46:11.656753+00:00,33,Male,Non hispanic,White,22,College diploma,43,"$10,000 - $19,999",all perfect,1,all perfect
42,FRST3,bugnyo4819s1v229,P1,8242110999,10,10,,,,,,,,2018-08-04 20:51:36.757727+00:00,81,Female,Non hispanic,White,37,Some college,43,"$60,000 - $69,999",The goal is to see if I am honest when i report the hidden number.,3,none
43,FRST3,v4izwtgi19s1v229,P1,6733190728,8,10,,,,,,,,2018-08-05 13:32:49.201260+00:00,67,Female,Non hispanic,White,30,College diploma,21,"$20,000 - $29,999",Pick a card and tell 2 others what the number on the card was.,2,N/A
44,FRST3,hdz51wzx19s1v229,P1,5461037940,11,30,,,,,,,,2018-08-05 13:40:05.087321+00:00,58,Male,Non hispanic,White,33,Professional post-secondary degree or doctoral degree,30,"$60,000 - $69,999",To determine honesty/playing by the rules of the game,3,n/a
45,FRST3,lgk3cy3019s1v229,P1,6406771025,9,20,,,,,,,,2018-08-05 13:44:39.434411+00:00,28,Female,Non hispanic,White,42,College diploma,10,"$50,000 - $59,999",Following directions.,3,I have no recommendations.
46,FRST3,7qmeipxb19s1v229,P1,3398003989,7,7,,,,,,,,2018-08-05 14:01:38.796441+00:00,99,Female,Non hispanic,White,24,College diploma,20,"$30,000 - $39,999",To see if participants are trustworthy by reporting the actual number shown or not.,2,No complaints
47,FRST3,frltiuja19s1v229,P1,1612244340,9,30,,,,,,,,2018-08-05 14:02:38.285517+00:00,79,Female,Non hispanic,White,33,College diploma,43,"$30,000 - $39,999",To see if the reported number matches the number drawn.,1,n/a
48,FRST3,4mh2clfl19s1v229,P1,9492778415,9,9,,,,,,,,2018-08-05 14:55:44.282520+00:00,111,Female,Non hispanic,White,56,College diploma,10,"< $10,000",I think I'd describe the goal of this study to a friend as a test of honesty.,1,"I don't see how you could improve the survey experience, as the survey seems fine just the way it is."
49,FRST3,dkkftipe19s1v229,P1,1403716622,9,30,,,,,,,,2018-08-05 15:01:47.624082+00:00,104,Male,Non hispanic,Black/African American,25,Some college,43,"$30,000 - $39,999",To see what people do when their own earnings as well as those of others are dependent on being honest with seemingly no negative consequences.,4,"I thought the task was written in a way that made it difficult to concentrate, but am not sure if that was intentional or how it could be improved."
50,FRST3,g7c2jc1919s1v229,P1,4587859267,11,20,,,,,,,,2018-08-05 15:06:39.371935+00:00,69,Female,Non hispanic,White,53,College diploma,38,"$120,000 - $149,999",Whether I am willing to lie to increase money to strangers.,1,"It was easy. Thanks, I didn't have any trouble with it."
51,FRST3,0wpui4e519s1v229,P1,5495489703,6,6,,,,,,,,2018-08-05 15:12:46.870425+00:00,78,Female,Non hispanic,White,61,College diploma,35,"$150,000 - $199,999",One player determines the bonus for the other players.  The other players do not have a part of the determination of the bonus.,1,Very clear and interesting!
52,FRST3,hi1q1chi19s1v229,P1,5452480447,8,8,,,,,,,,2018-08-05 15:27:14.791948+00:00,12,Male,Non hispanic,White,37,College diploma,44,"$50,000 - $59,999",Moral compass excersize,2,Pretty straightforward excersize
53,FRST3,kbp2cdn219s1v229,P1,9156963683,7,7,,,,,,,,2018-08-05 15:31:16.458065+00:00,55,Female,Non hispanic,White,30,Some college,40,"$50,000 - $59,999",To hit the highest card to earn you and your team the most money.,2,Nothing it was great
54,FRST3,ierj50uk19s1v229,P1,7426976779,30,30,,,,,,,,2018-08-05 15:32:51.175921+00:00,52,Female,Non hispanic,White,60,High school or equivalent,43,"$50,000 - $59,999",pray you choose one of the biggest numbers on the board If you want to make the most money,1,not a thing
55,FRST3,f8wxr5ai19s1v229,P1,5238558221,9,30,,,,,,,,2018-08-05 15:36:22.964394+00:00,31,Male,Non hispanic,Black/African American,21,Some college,32,"$20,000 - $29,999",See how people take in information and try to maximize profit,3,N/A
56,FRST3,yea03tre19s1v229,P1,5633484788,9,9,,,,,,,,2018-08-05 15:56:11.915052+00:00,111,Female,Non hispanic,Black/African American,44,Masters degree,5,"$40,000 - $49,999",to see if people will act according to honesty or the greater good,1,n/a
57,FRST3,ssqu08pf19s1v229,P1,8791118882,10,10,,,,,,,,2018-08-05 16:06:11.335796+00:00,59,Female,Non hispanic,White,42,College diploma,1,"< $10,000",the goal of this game is to see whether people will be honest and report the correct number that p1 received. it is also to earn as much money as possible.,2,make the instructions a little less complicated and much shorter.
58,FRST3,xae2g1or19s1v229,P1,5318347353,9,9,,,,,,,,2018-08-05 16:16:08.030826+00:00,72,Female,Non hispanic,White,37,Some college,46,"$40,000 - $49,999",I have no earthly idea.,3,It was fine.
59,FRST3,3p9ufqwm19s1v229,P1,9720220340,5,30,,,,,,,,2018-08-05 16:23:17.987740+00:00,112,Female,Non hispanic,White,32,Masters degree,43,"$50,000 - $59,999","I think to see if people would be honest and report the number they received, or report a higher number.",2,Nothing
60,FRST3,w4x0azc619s1v229,P1,1686017610,11,11,,,,,,,,2018-08-05 16:28:13.730944+00:00,34,Male,Non hispanic,White,46,High school or equivalent,18,"$10,000 - $19,999",to try and get the highest number possible in the drawing,1,fine as it is currently and no changes are needed
61,FRST3,0uj24hui19s1v229,P1,6136893538,10,10,,,,,,,,2018-08-05 16:31:18.125232+00:00,43,Female,Non hispanic,White,38,College diploma,46,"$40,000 - $49,999",Honestly other than luck I have no idea what the point of this was.,1,Make us play rounds to increase out chances of a bonus.
62,FRST3,nzcid44m19s1v229,P1,9398729576,21,21,,,,,,,,2018-08-05 17:01:30.205165+00:00,40,Male,Non hispanic,White,44,College diploma,20,"$80,000 - $99,999","To successfully understand the instructions, and then to report the hidden number to the two passive players.",3,n/a
63,FRST3,kzbl5rwd19s1v229,P1,2471581662,14,30,,,,,,,,2018-08-05 17:33:21.880980+00:00,66,Female,Non hispanic,White,23,Masters degree,10,"$40,000 - $49,999",To find out if P1 will try to rig the system to get more money,1,It was good already
64,FRST3,qlb84dzo19s1v229,P1,1553353308,2,30,,,,,,,,2018-08-05 17:39:41.895020+00:00,76,Female,Non hispanic,White,25,Some college,38,"< $10,000",To see if people will lie about what number they got for money?,5,Maybe trim the instructions down a little.
65,FRST3,1g59sg6719s1v229,P1,3902014166,25,25,,,,,,,,2018-08-05 17:46:44.220009+00:00,56,Male,Non hispanic,White,35,Some college,21,"$40,000 - $49,999",I would describe it as a test to determine peoples honesty when communicating to strangers and money is involved .,1,give p2 and p3 an active role in the game .
66,FRST3,x0k8mkul19s1v229,P1,8248647697,10,10,,,,,,,,2018-08-05 18:13:16.060566+00:00,68,Male,Non hispanic,White,45,College diploma,10,"$120,000 - $149,999",The honesty of a player in reporting a number reflecting a bonus for a group of people. Greed or honesty.,3,Give additional details regarding the choices and reasons to report inaccuracies
67,FRST3,6jcfs32j19s1v229,P1,3467297610,30,30,,,,,,,,2018-08-05 18:13:40.120230+00:00,52,Female,Non hispanic,White,31,College diploma,40,"< $10,000","They tell you the goal is to report the number you actually drew, but there's no incentive to do that. The best thing you can do, for yourself and the other players, is to say 30 no matter what.",1,Only by making this question optional.
68,FRST3,qn6wraok19s1v229,P1,4795289764,7,16,,,,,,,,2018-08-05 18:14:58.209754+00:00,8,Male,Non hispanic,White,35,College diploma,35,"$60,000 - $69,999",See how truthful people are.,3,The instructions were confusing.
69,FRST3,lrhzpb6t19s1v229,P1,6643486403,20,20,,,,,,,,2018-08-05 18:15:54.478679+00:00,47,Male,Non hispanic,White,34,College diploma,10,"$40,000 - $49,999",player 1 selects a card with a number on it.  He submits the number and all 3 players will receive a payment based on the results.,1,nothing
70,FRST3,4ygmxacu19s1v229,P1,4587271130,9,20,,,,,,,,2018-08-05 18:22:22.099685+00:00,79,Female,Non hispanic,White,54,College diploma,43,"$80,000 - $99,999","The goal of this study is for three people to participate in a hidden number task, the first as the active participant, the other two as passive participants. The first participant gets to pick a number and report it or another number. The number P1 reports is used to determine a bonus for each participant equaling the number reported x 5 cents.",1,I can't think of anything at the moment. It seems pretty straight forward.
71,FRST3,0ta137ee19s1v229,P1,2129676156,9,30,,,,,,,,2018-08-05 18:26:37.388252+00:00,95,Female,Non hispanic,White,40,High school or equivalent,33,"$20,000 - $29,999",The goal is to report the secret number,2,None. Fine as is. Thanks
72,FRST3,8tieba3k19s1v229,P1,5864903011,8,8,,,,,,,,2018-08-05 18:58:30.135392+00:00,63,Female,Non hispanic,White,39,High school or equivalent,25,"< $10,000",I have no idea what the goal is,3,The instructions made it sound more confusing than it actually was
73,FRST3,w8i1olvl19s1v229,P1,7350532645,10,10,,,,,,,,2018-08-05 19:26:57.681187+00:00,81,Male,Non hispanic,White,25,College diploma,10,"$60,000 - $69,999",I think it's to proved the honesty of people,1,I think it's perfect like it is
74,FRST3,a71mqusb19s1v229,P1,9298719821,12,12,,,,,,,,2018-08-05 19:48:55.615366+00:00,105,Female,Non hispanic,White,27,Masters degree,6,"$40,000 - $49,999",I think the goal of this study is to see if people are honest in reporting the card they draw.,3,"The instructions were a tiny bit confusing, but I appreciated the chance to answer the attention check questions twice."
75,FRST3,rd8j76em19s1v229,P1,9070537815,12,12,,,,,,,,2018-08-06 00:34:46.812784+00:00,54,Female,Non hispanic,White,47,Masters degree,5,"$80,000 - $99,999",P1 reports the final number to P2 and P3,4,The instructions could be written way less complicated given how simple the task is.
76,FRST3,022k9vak19s1v229,P1,8460445455,10,30,,,,,,,,2018-08-06 00:44:22.614158+00:00,81,Male,Non hispanic,Black/African American,37,College diploma,49,"$30,000 - $39,999",reporting a number,2,n/a
77,FRST3,b21gic5d19s1v229,P1,7201552387,7,7,,,,,,,,2018-08-06 00:47:36.995769+00:00,94,Male,Non hispanic,White,30,High school or equivalent,30,"$20,000 - $29,999",Reading and being cooperative.,1,More fun games
78,FRST3,wkrpn1xy19s1v229,P1,4050289723,11,30,,,,,,,,2018-08-06 00:55:22.108534+00:00,92,Female,Non hispanic,White,21,Some college,38,"< $10,000","Not sure if you mean from a subject or researcher view. From my view as a subject, it's just to pick a card and determine how much of a bonus everyone got. From the researcher view, it's to see how many people will lie.",2,It was good!
79,FRST3,hlzq683119s1v229,P1,5924274120,8,20,,,,,,,,2018-08-06 00:57:50.442459+00:00,67,Male,Non hispanic,White,33,Some college,38,"$20,000 - $29,999","Report a decent number in the final message for P1, P2 and P3 to get bonus based on.",2,I don't know
80,FRST3,aqf4fsbj19s1v229,P1,7885978277,8,8,,,,,,,,2018-08-06 01:08:40.251764+00:00,118,Male,Non hispanic,Black/African American,23,College diploma,30,I do not wish to report my income.,The willingness for a person in a point of power to report a number that was higher than it actually was that can greatly affect payment for that person and others.,1,"You could of asked the P1 person how they felt, like a really short questionnaire after making their choice and what their motivation or thinking was."
81,FRST3,tw0r6bnh19s1v229,P1,3329144730,11,20,,,,,,,,2018-08-06 01:17:39.794865+00:00,34,Female,Non hispanic,White,37,Masters degree,50,"$80,000 - $99,999",get the highest number you can for the biggest pay out,4,I'm not sure
82,FRST3,y0cl1u2019s1v229,P1,7297924041,2,2,,,,,,,,2018-08-06 01:30:58.457725+00:00,76,Female,Non hispanic,White,53,Masters degree,20,"$60,000 - $69,999","Oy! It seems that the goal is to see whether we can follow somewhat convoluted instructions and whether we have the willpower to stick with it. In my case, e.g., I made one error in the 4-question quiz about the game, but on review I immediately recognized my mistake and corrected it. So I could play the game. The game seems a bit random!",1,n/a
