id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
20,NO3,dd9t4nvgf6r45zht,P1,3735239701,11,11,,,,11,11,,,2018-08-04 02:01:29.609779+00:00,44,Female,Non hispanic,White,54,College diploma,37,"$40,000 - $49,999",Whether people would cheat to get more money or not,2,Can't think of anything!
21,NO3,gavavbj0f6r45zht,P1,6697391444,10,19,,,,17,17,,,2018-08-04 02:21:05.243208+00:00,65,Female,Non hispanic,White,53,Masters degree,20,"$100,000 - $119,999",You have to pay attention to the instructions.  You are selecting a number and reporting it to another player.  That player sends a message with the number to a third player and the 3rd player reports the number in a final message.  Bonuses are paid based on the number the 3rd player reports in final message.,1,"This survey made sense to me, I cannot think of how to improve it s long as my results are based on the instructions I read."
22,NO3,3oedj9mmf6r45zht,P1,6086026003,9,9,,,,9,9,,,2018-08-04 02:22:44.919175+00:00,53,Male,Hispanic,Native Hawaiian/Pacific Islander,24,High school or equivalent,5,"$30,000 - $39,999",To see if people trust strangers.,3,N/A
23,NO3,kao8obf4f6r45zht,P1,5464221053,7,7,,,,7,7,,,2018-08-04 02:24:58.760978+00:00,80,Male,Non hispanic,White,46,Masters degree,18,"$50,000 - $59,999",The goal is to report honestly and maximize payment.,1,Everything was clear.
24,NO3,gmh517zsf6r45zht,P1,1054555603,1,1,,,,1,1,,,2018-08-04 02:31:41.566183+00:00,1,Male,Non hispanic,White,37,College diploma,18,"$40,000 - $49,999","If people play honestly, or they play with the intention of earning the most money.",2,None.  It's great.
25,NO3,qazudw8cf6r45zht,P1,4907012256,12,12,,,,15,15,,,2018-08-04 02:41:48.209376+00:00,77,Male,Non hispanic,Black/African American,22,College diploma,43,"$10,000 - $19,999",Who is willing to lie in this experiment.,5,"Reduce the amount needed to be read. The rules are simple.    1. Get the message from P1 to P2 to P3.  2. Payment is based on the final number at P3. 5 cents is awarded based on per  ""hidden number"""
26,NO3,xxpctaalf6r45zht,P1,5367672198,2,24,,,,25,25,,,2018-08-04 02:42:45.912276+00:00,76,Male,Non hispanic,Black/African American,32,Some college,5,"$20,000 - $29,999",Playing telephone and possibly finding out if players will artificially increase their earnings by reporting a false number.,1,The survey was nice and simple.  No improvements needed.
27,NO3,9308rks9f6r45zht,P1,4239775542,10,10,,,,18,20,,,2018-08-04 03:42:49.800347+00:00,68,Female,Non hispanic,White,51,Masters degree,5,"$70,000 - $79,999",The goal of this study is to see if people will lie to get more gains.,3,I think the instructions could be improved slightly.  That's all. But they're pretty good.
28,NO3,od2wofqwf6r45zht,P1,7061358371,8,30,,,,30,30,,,2018-08-04 14:11:06.797466+00:00,125,Female,Non hispanic,White,27,College diploma,18,"$50,000 - $59,999",What wins - rewards or morality.,2,I had a good time as is.
29,NO3,ymgbgcktf6r45zht,P1,5553283791,10,10,,,,10,10,,,2018-08-04 14:30:59.351988+00:00,23,Female,Non hispanic,White,44,Some college,38,"$20,000 - $29,999",cooperation and working together,1,I couldn't.  Thank you
30,NO3,9yfpftfrf6r45zht,P1,8918492432,11,11,,,,11,11,,,2018-08-04 15:01:38.539486+00:00,58,Male,Non hispanic,White,44,Some college,37,"$80,000 - $99,999",To see honesty in people when money is a factor,2,No improvements
31,NO3,sypxbu6uf6r45zht,P1,5925359151,25,25,,,,25,25,,,2018-08-04 15:33:02.757451+00:00,56,Female,Non hispanic,White,45,College diploma,25,"$70,000 - $79,999",The goal is to see if the final number matches what the first person sent at the end.,3,I don't think you would need to improve.
32,NO3,pgma3ivbf6r45zht,P1,4024581870,9,9,,,,9,9,,,2018-08-04 15:54:16.855269+00:00,79,Male,Non hispanic,Black/African American,41,College diploma,5,"$30,000 - $39,999","I honestly do not know how to describe the goal.  I think my best guess would be that the experimenter are trying to assess the general honesty of people, and whether or not a monetary reward is sufficient enough for them to lie.",1,I felt the survey was fine.  I can't provide any improvements.
33,NO3,nchjr19ef6r45zht,P1,1078251497,8,8,,,,8,8,,,2018-08-04 15:56:23.180125+00:00,45,Female,Non hispanic,White,27,Masters degree,33,"$30,000 - $39,999",Send a message to different people in a chain and guess if the last person sends the same message back,2,It was great.
34,NO3,xluffu17f6r45zht,P1,5307697513,7,14,,,,30,30,,,2018-08-04 16:04:13.215415+00:00,55,Male,Non hispanic,Black/African American,28,College diploma,32,"$40,000 - $49,999",research about if people will report the true number,3,Nothing needs to improve.
35,NO3,mbt0de6wf6r45zht,P1,2329782937,11,11,,,,11,11,,,2018-08-04 17:06:29.478106+00:00,44,Female,Hispanic,White,57,Some college,43,"$20,000 - $29,999","To focus on what you were reading, and understanding the instructions.",1,No improvement needed. If we read carefully and understand the instructions; it is simple.
36,NO3,qu39x46af6r45zht,P1,6094563432,9,9,,,,9,9,,,2018-08-04 17:06:57.049737+00:00,72,Female,Non hispanic,White,40,Masters degree,38,"$20,000 - $29,999",Get the p3 to report the correct number,1,no issues
37,NO3,84llq0wtf6r45zht,P1,5023460939,5,25,,,,27,27,,,2018-08-04 17:39:05.632805+00:00,112,Male,Non hispanic,White,29,Masters degree,43,"$20,000 - $29,999",To determine the honesty of participants in reporting outcomes with a monetary value.,3,"The instructions seemed a little overly-convoluted. For instance, it seemed implied that the trio would only get paid the bonus if the number reported by P3 matched the hidden number, but then the payment information suggested otherwise."
38,NO3,o76sqei9f6r45zht,P1,2058930137,10,10,,,,10,10,,,2018-08-04 17:43:15.698771+00:00,81,Female,Non hispanic,White,45,Some college,22,"$20,000 - $29,999",honesty with strangers,1,it was simple and clear
39,NO3,uvtbisgmf6r45zht,P1,1780207347,10,10,,,,7,7,,,2018-08-04 17:52:41.895052+00:00,46,Male,Non hispanic,Black/African American,37,Masters degree,33,"$120,000 - $149,999",memory game,1,there is nothing to improve . it is well done and above average
40,NO3,4c5rbq29f6r45zht,P1,8002447496,6,6,,,,6,9,,,2018-08-04 18:24:03.846919+00:00,82,Female,Non hispanic,White,34,College diploma,18,"< $10,000",I think the researchers are trying to determine if people are truthful or lie in order to maximize their bonus.,3,The instructions felt a little long for what was really a straight forward and simple procedure.
41,NO3,jucfl9xmf6r45zht,P1,7456164661,11,11,,,,11,11,,,2018-08-04 18:29:50.045486+00:00,41,Female,Non hispanic,White,26,College diploma,43,"$10,000 - $19,999",To pass the correct number along that you received in the game.,4,n/a
42,NO3,6zsy56ymf6r45zht,P1,2457128529,10,10,,,,14,18,,,2018-08-04 20:33:39.990926+00:00,65,Female,Non hispanic,Hispanic/Latino/Latina,36,College diploma,38,"$60,000 - $69,999","There are 3 players, P1, P2 and P3.  Player one (P1) is shown a board of 144 cards facing downwards. Each card has a number on the card between 1-30 with various frequencies i.e some numbers appear more than one.   P1 selects a card, views the number and reports the hidden number to P2 .  P2 then has to report the hidden number that they have been told by P1 to P3.  P1 and P3 have no communication. It is now P3's job to report what the hidden number is..",1,It was well explained. No improvements need to be made.
43,NO3,l6pdbqfof6r45zht,P1,9970911106,9,9,,,,9,20,,,2018-08-04 20:46:50.968800+00:00,57,Male,Non hispanic,Hispanic/Latino/Latina,26,College diploma,11,"$30,000 - $39,999",To send the correct message across multiple people.,1,It's good as is.
44,NO3,t7p8kl72f6r45zht,P1,1678501458,6,6,,,,6,6,,,2018-08-04 20:57:55.571660+00:00,82,Male,Non hispanic,Black/African American,31,Some college,5,"$20,000 - $29,999",I would describe it by the researchers gauging honesty and greed.,3,Nothing in particular.
45,NO3,s9pkmvzjf6r45zht,P1,6761757732,20,30,,,,30,30,,,2018-08-05 13:22:08.569988+00:00,47,Female,Non hispanic,White,33,Professional post-secondary degree or doctoral degree,20,I do not wish to report my income.,No idea,3,pay more
46,NO3,ok5v1klsf6r45zht,P1,2021258976,7,7,,,,10,15,,,2018-08-05 13:38:17.243953+00:00,133,Female,Non hispanic,White,48,High school or equivalent,10,"$10,000 - $19,999",the old game called telephone. tell something and see after it's been passed on to others if the end result is what the first person originally said,1,nothing
47,NO3,jwxatercf6r45zht,P1,4495849728,7,30,,,,23,25,,,2018-08-05 13:42:33.441390+00:00,80,Male,Non hispanic,Hispanic/Latino/Latina,29,Professional post-secondary degree or doctoral degree,5,"$80,000 - $99,999",An economic activity and decision making.,2,the game should have been live.
48,NO3,wssknv1if6r45zht,P1,6963467459,8,8,,,,8,8,,,2018-08-05 13:48:24.387925+00:00,118,Female,Non hispanic,White,43,Some college,1,"$30,000 - $39,999",To see if players will pass on a accurate message?,2,"Instructions to the game were a little long, but fairly easy to follow."
49,NO3,zxpjbi44f6r45zht,P1,2684481286,9,30,,,,30,30,,,2018-08-05 14:01:41.623033+00:00,57,Male,Non hispanic,White,38,College diploma,14,"$50,000 - $59,999",no idea,3,"it was just fine.  thanks for having the instructions available during the quiz.  most of the time that is not the case, so it made the HIT much better than average"
50,NO3,w4wlltx2f6r45zht,P1,3393395169,9,9,,,,9,9,,,2018-08-05 14:08:43.040271+00:00,53,Male,Non hispanic,White,56,Masters degree,21,"$80,000 - $99,999","Accurately report the number revealed to the next person down the chain, P2 or P3.",3,I don't know what the survey was testing so I fear I can't offer any advice on improvement.
51,NO3,ii0birdsf6r45zht,P1,1803463296,8,8,,,,10,12,,,2018-08-05 14:18:29.455372+00:00,93,Female,Non hispanic,White,30,College diploma,23,"$60,000 - $69,999",Picking a number and relaying that number to another player.,1,nothing
52,NO3,as1j6xzpf6r45zht,P1,9723877291,7,28,,,,28,28,,,2018-08-05 14:30:46.257826+00:00,80,Male,Non hispanic,White,36,College diploma,40,"$30,000 - $39,999",The goal is to get P3 to report a number closest to 30.,2,none
53,NO3,riwxwdt5f6r45zht,P1,2926763865,13,13,,,,13,13,,,2018-08-05 14:39:15.594422+00:00,70,Female,Non hispanic,Black/African American,35,Masters degree,10,"$120,000 - $149,999",the number P3 reports should be the hidden number,2,n/a
54,NO3,fonp0v4lf6r45zht,P1,7648292053,21,28,,,,28,30,,,2018-08-05 14:58:07.979547+00:00,40,Female,Non hispanic,White,31,College diploma,37,"< $10,000",To see whether people go with the number they got or choose a higher one to get more money.,3,It was good.
55,NO3,vyoqjbrqf6r45zht,P1,6505583615,9,9,,,,28,30,,,2018-08-05 15:05:39.212737+00:00,79,Female,Non hispanic,Black/African American,48,Masters degree,14,"$80,000 - $99,999",The goal of the study would be to see whether participants report the correct number drawn or a different number in order to receive higher payment.  The study will also assess how accurate the participant is in guessing the numbers that the other participants report.,3,None
56,NO3,hf2qiystf6r45zht,P1,3192637411,8,30,,,,30,30,,,2018-08-05 15:08:41.900113+00:00,12,Female,Non hispanic,White,30,College diploma,50,"$60,000 - $69,999",To see how truthful players would be in reporting the hidden number for their own gain.,1,"Nothing, the survey was very easy to complete."
57,NO3,tjt7glmtf6r45zht,P1,1514150888,11,11,,,,11,30,,,2018-08-05 15:11:51.088545+00:00,58,Female,Non hispanic,White,33,College diploma,6,"$30,000 - $39,999",To pick a number that you know is based on final results to see if the 3rd person will report honestly or go for more money,1,"It was fun, it was easy to comprehend, maybe a little too detailed as long instruction tend to make people zone out but it was okay"
58,NO3,uwhvqcfaf6r45zht,P1,4672965260,14,14,,,,14,18,,,2018-08-05 15:12:53.577158+00:00,66,Female,Non hispanic,White,32,College diploma,3,"$80,000 - $99,999",To see if people were honest while reporting numbers,2,na
59,NO3,pwqbq852f6r45zht,P1,4570492759,8,8,,,,8,8,,,2018-08-05 15:14:52.885533+00:00,67,Female,Non hispanic,White,60,College diploma,20,I do not wish to report my income.,Don't know,4,no comments
60,NO3,p3czubfvf6r45zht,P1,6644590601,22,22,,,,22,22,,,2018-08-05 15:16:10.137081+00:00,39,Male,Non hispanic,White,22,Some college,14,"< $10,000",Trusting that someone will follow your instructions,2,Progress bar
61,NO3,vxnwvqthf6r45zht,P1,4277394340,9,30,,,,30,30,,,2018-08-05 15:29:41.485778+00:00,104,Male,Non hispanic,White,48,Masters degree,44,"$50,000 - $59,999",read the instructions and think.  pick 30.  there is only benefit.  reporting a lower number leads to less money for all.,1,was all good
62,NO3,ytbgbtchf6r45zht,P1,7675091199,9,9,,,,9,9,,,2018-08-05 15:49:02.481498+00:00,57,Female,Non hispanic,White,38,College diploma,16,"$20,000 - $29,999",Trying to see if someone will follow along with your number or try to fudge the game to make more money.,1,It's good the way it is.
63,NO3,w18vk9cdf6r45zht,P1,9355202993,12,30,,,,30,30,,,2018-08-05 16:06:30.137606+00:00,105,Female,Hispanic,White,39,College diploma,32,"$20,000 - $29,999",A multi partner study seeing who will be honest as opposed to being an opportunist to make the most payout,1,no improvement needed
64,NO3,ma40kcjbf6r45zht,P1,2732366041,13,30,,,,30,28,,,2018-08-05 16:42:08.929718+00:00,70,Male,Non hispanic,White,58,Masters degree,21,"$100,000 - $119,999","It is a game where honesty is not rewarded.It took me a bit to understand, because I am an honest person in a political job.",3,You are fine!
65,NO3,h1vdfus9f6r45zht,P1,1409423961,11,11,,,,11,11,,,2018-08-05 17:02:52.752794+00:00,58,Male,Hispanic,White,40,College diploma,30,"$50,000 - $59,999","Very hard to say.  I guess it would be to determine honesty among strangers.  Knowing that our final message will earn us 5 cents times the number, P1 can send the highest possible to P2, then onto P3.  But the instructions were not very clear on earnings if P3's final message was NOT the hidden number.",4,Not sure.
66,NO3,lugtioa1f6r45zht,P1,6476176649,8,20,,,,20,20,,,2018-08-05 17:17:18.506163+00:00,118,Male,Non hispanic,White,26,High school or equivalent,22,I do not wish to report my income.,To see if people would lie to get more money.,1,I don't see a way to improve it.
67,NO3,bdhpjggif6r45zht,P1,8280702973,6,6,,,,6,6,,,2018-08-05 17:20:25.806967+00:00,78,Female,Non hispanic,White,35,Masters degree,32,"$50,000 - $59,999",To determine if players would report honestly what they selected even though they could get more money by lying.,1,I would like to know what numbers players 2 and 3 reported.
68,NO3,fvjc4opff6r45zht,P1,2979254806,11,11,,,,11,11,,,2018-08-05 17:46:45.207362+00:00,92,Female,Non hispanic,White,30,College diploma,2,"$70,000 - $79,999",team work,3,Nothing. You did a great job.
69,NO3,16sqyv4xf6r45zht,P1,7086917977,11,11,,,,12,14,,,2018-08-05 18:09:29.270815+00:00,69,Female,Non hispanic,White,36,College diploma,37,"$40,000 - $49,999","The game is kind of like telephone, except there are 3 players and the first one is the only one who knows the hidden number. Each person after person 1 can choose to trust what person 1 communicated about the hidden number, or increase the number to get a higher reward.",3,"It wasn't very long, which is good if you want people to devote a lot of attention. I think it is good and doesn't need changing."
70,NO3,fe22bm5cf6r45zht,P1,3026081516,13,30,,,,30,30,,,2018-08-05 18:10:06.724559+00:00,70,Female,Non hispanic,Hispanic/Latino/Latina,23,College diploma,18,"$10,000 - $19,999",Trusting strangers to pass on the correct information,2,It was fine. Easy to understand.
71,NO3,fw96be41f6r45zht,P1,1913439920,12,12,,,,12,12,,,2018-08-05 18:13:26.649780+00:00,54,Female,Non hispanic,White,23,Some college,38,"$10,000 - $19,999",Accuracy of messages,4,It was confusing
72,NO3,n0iz16c2f6r45zht,P1,3844021493,4,4,,,,7,7,,,2018-08-05 18:46:21.595902+00:00,140,Female,Hispanic,White,38,College diploma,11,"$120,000 - $149,999","A game sort of like 'Telephone' except that the players can lie to each other to gain a larger ""win""",3,The instructions are good but I had to read the payout part twice to see what the game really entailed; lying to get the biggest outcome
73,NO3,v1iw0tltf6r45zht,P1,8991207068,22,22,,,,25,30,,,2018-08-05 18:51:52.281088+00:00,39,Female,Non hispanic,White,48,College diploma,43,"$10,000 - $19,999","Will participants report the number actually drawn, or will they report a higher number to inflate the earnings?",1,The instructions could be more clear.
74,NO3,6zu669xhf6r45zht,P1,8591978710,14,14,,,,14,14,,,2018-08-05 19:05:31.235418+00:00,66,Male,Non hispanic,White,41,High school or equivalent,42,"$40,000 - $49,999",honesty reporting,2,o the instructions it isnt exactly clear what happens if p3 reports a different number
75,NO3,pdc6271cf6r45zht,P1,7531044404,11,11,,,,11,11,,,2018-08-05 19:16:25.930681+00:00,92,Male,Non hispanic,White,45,Masters degree,22,"$30,000 - $39,999",How good instructions are followed versus the goal of earning money.,3,Make the distribution of numbers clearer.
76,NO3,pju018vif6r45zht,P1,5831643144,10,30,,,,30,30,,,2018-08-05 23:20:13.031237+00:00,81,Male,Non hispanic,White,34,Masters degree,38,"$50,000 - $59,999",the goal is to understand at what point people would report a fake number in order to maximize their own payoff,2,it is fine
77,NO3,id1hj833f6r45zht,P1,2732670299,8,30,,,,30,30,,,2018-08-06 00:14:34.855890+00:00,144,Male,Hispanic,Native Hawaiian/Pacific Islander,23,College diploma,5,"$30,000 - $39,999","Get your team to report the highest number possible, no matter the real number.",1,Everything was fine.
78,NO3,m1w9v5yyf6r45zht,P1,1495798927,11,11,,,,11,11,,,2018-08-06 00:55:25.493781+00:00,44,Female,Hispanic,White,25,College diploma,14,"$10,000 - $19,999",It's telephone but with numbers.,1,I don't know.
79,NO3,3bi1srxuf6r45zht,P1,2649241439,6,6,,,,6,6,,,2018-08-06 01:09:22.858629+00:00,78,Male,Non hispanic,White,30,Masters degree,22,"$60,000 - $69,999",One player selects a hidden number then sends a message to another player. The second player passes along another message to a third player. The third player guesses what the hidden number is.,3,I feel as though the point of the messages is not fully clear. Can I just send the hidden number in a message to player 2? Would that not be a simple way of passing along the hidden number?
80,NO3,c9dn7yd7f6r45zht,P1,6418847258,10,10,,,,10,10,,,2018-08-06 01:30:51.261028+00:00,65,Male,Non hispanic,White,23,Some college,37,"$40,000 - $49,999",How people communicate using numbers,1,N/A
